AURKA_1,TMPO_2,PRIM1_1,BRIP1_4,RAD51AP1_3,MCM6_1,USP1_1,PIMREG_4,KIF2C_2,TTK_3,POLD3_3,DLGAP5_3,SMC4_4,BUB1_4,ATAD2_3,CDC25C_1,CCNB2_2,HJURP_1,CLSPN_1,TPX2_4,UNG_1,RANGAP1_2,ANLN_1,CDC45_4,TYMS_2,TOP2A_3,G2E3_2,KIF23_4,GTSE1_2,FEN1_2,RPA2_1,E2F8_2,RAD51_3,USP1_4,TMPO_3,DTL_2,FEN1_4,CCNB2_4,HELLS_2,CCNE2_1,E2F8_4,NUF2_2,CENPE_1,CLSPN_2,NASP_4,MKI67_2,POLD3_1,GINS2_2,UBR7_3,MKI67_4,CDC45_1,ANLN_3,NUSAP1_2,ANLN_4,CKS1B_1,BRIP1_3,HMMR_1,BIRC5_3,UNG_3,TIPIN_4,NEK2_4,CENPA_1,NUF2_4,FEN1_3,TTK_2,UNG_4,NEK2_3,CKAP5_1,TTK_1,CHAF1B_1,CENPU_1,SMC4_2,CTCF_4,CDK1_2,ANP32E_2,ECT2_2,RPA2_3,ECT2_3,GAS2L3_1,TPX2_2,E2F8_1,TUBB4B_3,ECT2_1,NEK2_2,RFC2_2,PCNA_2,RAD51AP1_4,TIPIN_3,TOP2A_2,TUBB4B_2,GINS2_4,RANGAP1_3,KIF20B_3,RPA2_2,KIF20B_2,NCAPD2_4,NEK2_1,CENPU_2,UHRF1_2,DTL_4,G2E3_4,RRM2_2,TYMS_3,UBR7_4,TACC3_2,CDCA8_2,UNG_2,CDC6_1,LBR_3,HJURP_3,HMGB2_2,CKAP2_2,POLA1_4,HJURP_4,TIPIN_2,RANGAP1_1,CKAP2L_3,SMC4_3,SLBP_2,ATAD2_1,DTL_3,CASP8AP2_3,KIF23_2,AURKA_4,CKS2_3,CDC25C_2,KIF23_1,GTSE1_3,GTSE1_1,CENPF_2,RRM1_2,CDC45_2,CTCF_1,USP1_2,CKS1B_3,UBR7_1,MCM2_2,CCNE2_2,RRM1_3,MCM5_1,CKAP2_1,CKAP5_3,BLM_4,RAD51_1,CCNB2_3,CHAF1B_2,ATAD2_2,BUB1_2,NDC80_1,PIMREG_1,CKS1B_2,POLD3_4,ECT2_4,CDC20_3,CENPF_4,NCAPD2_3,CDCA7_1,PSRC1_1,NDC80_3,CBX5_2,G2E3_1,ATAD2_4,CDCA7_3,RAD51AP1_2,GMNN_4,HMGB2_1,CLSPN_3,RAD51_2,PCNA_4,MCM4_3,ANP32E_3,CKAP2_3,UHRF1_4,SLBP_4,TPX2_1,TMPO_1,EXO1_2,CHAF1B_4,NUSAP1_4,NASP_3,RPA2_4,CENPA_3,AURKB_1,RFC2_4,TYMS_1,RFC2_3,CKS2_2,DTL_1,CKAP5_4,CDC20_1,PSRC1_4,GINS2_1,KIF23_3,CENPE_3,GAS2L3_4,KIF2C_4,CTCF_3,AURKB_2,NUSAP1_3,GAS2L3_3,NCAPD2_2,UHRF1_1,ANLN_2,DSCC1_1,DSCC1_2,CENPA_2,HJURP_2,NUSAP1_1,PCNA_3,KIF20B_4,HMGB2_3,MCM6_2,FEN1_1,TOP2A_4,KIF11_2,CENPF_3,GTSE1_4,MCM4_1,NUF2_3,SLBP_3,G2E3_3,CASP8AP2_1,CDCA3_1,CDCA2_1,BLM_1,RANGAP1_4,MKI67_3,CKS2_1,CKAP2_4,AURKB_3,CENPF_1,GMNN_1,NUF2_1,KIF11_3,TPX2_3,MCM5_4,RRM2_3,LBR_4,WDR76_2,MCM5_3,POLA1_3,CKAP2L_4,CKAP5_2,MCM2_4,PSRC1_2,DLGAP5_1,BRIP1_1,CDC25C_3,KIF11_4,CENPU_3,NCAPD2_1,CENPA_4,CDCA2_4,CDCA2_3,MSH2_4,CDCA8_4,PSRC1_3,GMNN_3,TACC3_1,PCNA_1,TACC3_4,MCM2_3,MCM6_4,CBX5_4,RAD51_4,BUB1_3,AURKA_3,TUBB4B_1,RFC2_1,CDCA2_2,RRM1_4,PRIM1_4,SMC4_1,HELLS_1,UHRF1_3,DLGAP5_4,BLM_3,MCM6_3,HELLS_3,CCNB2_1,TACC3_3,EXO1_3,KIF2C_3,TYMS_4,CHAF1B_3,SLBP_1,RAD51AP1_1,KIF20B_1,AURKB_4,CDC6_4,WDR76_1,HMMR_4,LBR_1,POLA1_1,CDCA8_1,PRIM1_3,RRM2_1,BIRC5_1,CDK1_3,E2F8_3,CKAP2L_2,CDC25C_4,NASP_1,ANP32E_1,AURKA_2,CASP8AP2_2,CENPU_4,MKI67_1,CDC6_2,KIF2C_1,CDC6_3,CBX5_3,MCM5_2,HMGB2_4,POLD3_2,BUB1_1,EXO1_4,CKAP2L_1,RRM1_1,BIRC5_2,GINS2_3,CDK1_1,MCM2_1,TTK_4,DLGAP5_2,CASP8AP2_4,HELLS_4,EXO1_1,MSH2_2,HMMR_2,RRM2_4,MSH2_3,POLA1_2,CKS1B_4,ANP32E_4,MSH2_1,MCM4_2,TOP2A_1,BLM_2,CLSPN_4,LBR_2,NASP_2,WDR76_3,WDR76_4,CBX5_1,TMPO_4,TUBB4B_4,CENPE_4,TIPIN_1,CTCF_2,BRIP1_2,GMNN_2,CDCA7_2,PIMREG_3,PIMREG_2,HMMR_3,NDC80_2,NDC80_4,CDCA7_4,CDC45_3,KIF11_1,USP1_3,GAS2L3_2,CDC20_2,CDC20_4,CDK1_4,PRIM1_2,CENPE_2,UBR7_2,BIRC5_4,cell
1,6,0,0,0,3,5,0,0,1,0,0,0,1,0,0,0,3,1,0,1,1,2,0,9,0,0,3,1,1,1,0,1,0,8,0,0,0,2,1,1,6,0,0,0,2,1,3,0,0,1,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,2,0,8,6,0,1,1,3,3,1,0,5,2,2,12,1,0,3,7,0,0,0,3,0,1,0,0,5,0,0,3,1,2,2,0,2,0,0,1,10,2,0,0,4,3,1,0,4,3,3,0,0,1,0,0,0,1,0,1,6,1,0,4,3,3,4,5,0,7,2,1,0,0,0,1,0,3,0,1,8,0,1,0,1,0,4,0,0,1,4,0,0,0,0,41,0,5,0,4,35,0,0,0,7,15,1,0,0,0,0,0,0,6,0,0,1,3,0,0,0,1,0,0,0,1,1,4,0,0,1,6,1,2,4,3,1,2,0,0,0,2,2,0,4,0,0,12,0,0,0,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,3,1,0,2,1,0,0,3,5,0,0,1,0,0,0,0,3,18,0,0,0,0,0,0,4,3,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,5,2,3,0,7,0,0,1,0,0,8,7,2,1,0,0,4,1,0,2,5,0,0,0,1,0,4,0,0,1,6,0,1,0,0,3,5,2,0,0,2,0,0,3,8,1,0,0,6,10,0,1,1,0,1,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,G11A1F4
6,28,13,0,0,28,28,0,3,1,0,1,3,0,4,1,6,2,4,0,12,11,10,2,25,2,4,5,3,15,18,5,1,1,12,8,0,0,22,3,0,10,1,3,0,23,2,13,0,0,8,0,12,0,10,0,4,0,1,0,0,10,0,0,11,1,0,12,12,3,0,15,0,23,35,2,4,0,3,17,4,0,4,10,20,39,2,0,30,37,0,0,0,25,4,1,8,1,23,0,0,49,0,0,9,6,14,2,0,3,46,14,0,1,15,11,0,0,19,5,0,2,2,0,25,1,5,0,0,9,22,10,6,17,0,4,28,3,0,15,15,0,1,1,0,3,0,9,6,4,26,0,1,0,0,0,13,7,0,9,10,0,0,12,1,104,1,11,0,13,3,0,0,0,28,104,14,0,0,0,0,0,15,0,2,0,25,10,0,8,0,3,0,3,0,0,1,29,0,3,19,22,9,11,4,8,8,12,0,0,0,25,21,1,12,0,2,21,1,0,0,11,3,7,0,0,0,13,0,0,11,6,11,0,0,0,2,1,3,0,2,0,17,0,11,10,4,1,0,1,25,0,1,0,1,0,0,0,21,87,0,2,3,0,0,0,0,46,16,2,3,1,5,14,0,0,0,0,0,4,3,1,0,1,0,6,4,5,1,0,1,0,27,8,4,0,25,2,0,0,1,0,36,23,15,8,0,5,9,2,0,2,20,0,5,6,0,1,13,16,0,8,36,0,7,0,0,17,9,9,0,0,10,0,0,11,40,31,2,0,41,60,0,1,16,1,0,1,7,5,5,32,17,0,3,1,2,0,0,0,12,0,1,20,1,1,6,8,9,1,D8C5F4
2,8,1,0,0,7,9,0,2,2,0,2,0,2,2,3,1,0,5,4,1,9,4,0,13,0,3,1,7,4,6,3,0,1,32,2,4,0,8,0,0,7,1,0,0,1,0,5,0,0,2,0,4,1,4,0,2,1,0,0,0,5,0,0,4,0,0,5,2,2,0,11,0,11,9,0,2,0,0,9,1,2,9,3,14,11,0,3,13,12,1,0,0,14,1,0,6,2,5,0,0,1,0,3,8,1,3,1,0,4,16,3,1,1,5,3,0,2,4,0,0,0,3,0,7,1,0,2,0,6,4,2,3,10,0,4,14,1,0,4,4,2,0,0,0,1,0,2,3,3,16,1,4,0,1,1,5,6,0,8,2,0,0,4,0,122,0,15,0,7,3,0,1,0,10,71,9,0,0,0,0,0,19,13,1,0,28,3,0,10,0,5,1,0,0,0,0,17,0,2,4,9,4,2,1,7,1,1,0,1,1,8,1,0,9,2,3,7,0,0,0,0,2,1,0,0,0,6,1,0,11,9,6,0,0,0,10,0,2,0,1,0,9,0,1,5,4,0,0,1,15,0,1,0,1,4,2,0,6,19,0,3,0,2,0,0,0,13,0,0,1,0,4,7,0,0,2,0,0,0,5,1,0,0,3,0,3,5,0,0,1,0,9,3,6,0,6,1,0,3,0,1,8,12,5,5,0,4,1,0,0,3,3,0,1,1,5,1,4,4,0,6,2,0,6,0,0,1,0,1,0,0,0,0,0,7,4,13,0,0,17,13,1,0,4,0,0,0,2,2,5,7,5,0,3,1,3,0,0,0,10,0,4,9,1,2,2,4,4,0,E11C2E4
0,19,4,0,0,27,12,0,1,1,0,0,0,0,0,1,3,1,4,0,9,3,3,0,9,2,1,0,2,10,10,5,0,0,15,9,0,0,7,5,0,5,1,1,0,9,1,4,0,0,1,0,4,1,3,0,0,0,0,0,1,1,0,0,3,0,1,5,3,4,1,6,0,6,20,0,0,0,1,3,2,1,5,3,14,17,0,0,9,7,0,0,0,15,1,0,1,1,9,0,0,32,0,0,0,0,4,2,0,0,15,2,0,0,6,2,3,0,11,3,1,1,1,0,5,0,3,0,0,7,17,4,4,11,0,3,12,3,1,11,4,0,0,0,1,0,3,3,1,2,9,0,1,0,0,1,12,1,0,6,5,0,0,6,1,65,0,4,0,11,3,0,0,0,4,36,4,0,0,0,0,0,2,2,4,0,6,24,2,5,0,3,1,0,0,1,3,7,0,2,7,12,5,4,3,3,1,8,0,0,0,23,15,2,5,0,3,10,0,0,0,2,1,0,0,0,0,5,5,0,2,12,3,0,0,0,3,0,3,0,0,1,8,0,0,1,5,0,0,1,7,2,1,3,0,0,0,0,4,31,0,0,1,0,1,0,0,12,12,1,0,0,3,11,0,0,0,1,0,0,2,0,2,0,0,2,4,3,0,0,0,0,12,4,1,0,16,3,0,0,0,0,16,7,3,4,0,1,14,0,0,1,17,0,4,1,0,0,10,2,0,5,18,0,3,3,0,7,7,1,0,0,2,0,0,4,19,5,0,1,18,23,0,0,13,0,0,1,3,1,6,17,7,0,2,1,1,0,0,1,6,0,1,4,0,1,5,1,3,0,F11F6E4
3,14,4,0,0,7,13,0,6,1,0,0,1,2,0,4,19,1,5,0,4,11,9,0,8,0,3,2,3,4,14,1,1,0,24,5,0,0,2,0,0,8,0,0,0,17,2,1,0,0,0,0,5,1,12,0,6,0,0,0,0,3,0,0,4,0,1,11,6,1,1,8,0,6,19,2,0,5,2,15,0,0,13,8,16,24,0,0,17,22,0,0,0,5,1,1,3,1,5,0,0,4,0,0,8,4,3,2,0,0,32,9,0,0,9,4,0,1,6,3,0,0,2,0,19,2,2,1,3,10,9,5,3,8,1,0,12,0,0,11,3,0,0,0,4,1,5,4,1,2,20,0,1,0,0,0,8,3,0,15,10,0,0,5,0,151,0,15,0,5,1,0,1,0,16,61,9,0,0,0,0,0,14,3,2,0,35,13,1,6,0,9,3,0,0,0,3,17,0,0,11,15,5,2,3,5,0,5,0,2,1,5,8,0,11,1,2,9,0,0,0,10,1,2,0,0,0,8,1,0,14,10,7,0,0,1,3,0,6,1,0,0,15,0,3,9,0,0,0,4,33,1,0,0,0,0,0,0,11,31,0,0,0,0,0,0,4,52,2,1,2,0,6,6,0,0,0,0,0,4,0,0,0,0,0,2,5,6,0,0,4,0,21,4,3,2,3,2,0,0,1,0,21,21,11,3,0,3,4,1,0,9,20,0,2,6,4,4,6,5,0,2,11,0,3,0,0,8,2,2,0,0,4,0,0,7,14,15,0,0,21,40,3,0,12,0,0,0,5,5,11,22,7,0,3,0,1,1,0,0,3,0,5,19,1,0,0,4,7,1,D11B1F4
17,79,24,0,0,83,60,0,14,5,1,2,2,7,1,10,29,1,12,0,38,28,29,0,50,0,11,23,3,30,51,8,2,0,82,41,3,0,43,10,2,20,1,7,0,59,11,52,0,0,21,0,23,0,43,0,6,0,0,1,1,7,0,0,8,0,1,39,19,20,3,34,1,41,78,2,2,6,4,39,16,1,30,16,68,111,0,1,35,74,2,1,1,57,8,0,24,3,70,1,0,85,0,2,27,8,51,3,0,0,125,35,1,2,42,17,1,1,61,13,1,4,6,1,78,7,6,2,4,29,64,28,25,38,2,4,86,5,3,67,19,6,0,3,7,6,11,14,8,12,52,2,1,1,1,1,55,15,0,41,35,0,1,25,0,425,2,56,0,45,5,1,1,0,63,202,38,1,0,0,0,0,45,27,5,0,88,45,1,36,3,49,18,0,1,0,7,47,0,17,38,71,27,18,10,8,9,32,1,19,8,80,31,4,36,2,2,45,1,1,0,17,9,5,0,0,0,16,3,0,31,22,16,0,0,2,5,3,44,3,1,0,29,2,4,11,22,1,0,6,80,1,2,1,0,0,3,0,29,217,0,3,1,0,1,0,24,83,36,2,5,1,3,49,1,0,2,0,1,1,4,0,0,0,0,3,14,15,1,3,10,0,96,26,8,6,68,2,1,0,6,3,57,86,29,23,0,6,21,8,1,44,60,0,7,5,26,4,42,21,0,38,90,1,15,0,0,51,27,15,1,2,35,0,3,37,102,38,0,0,111,163,15,0,64,0,1,2,18,18,48,63,51,0,10,2,14,2,0,0,23,1,8,39,1,1,10,16,8,0,D11H1D4
0,4,5,0,0,4,6,0,1,0,0,0,0,0,0,1,2,0,0,0,3,1,1,0,6,0,1,0,2,3,3,1,0,0,5,1,0,0,6,1,0,0,0,0,0,1,2,7,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,6,3,2,0,6,0,1,5,0,0,0,0,6,1,0,3,1,8,14,0,0,3,2,0,0,0,5,1,0,1,2,4,0,0,9,0,0,1,1,1,0,0,0,12,3,0,1,2,0,0,0,9,0,0,1,0,0,10,0,1,0,0,3,5,6,0,4,0,1,5,2,0,4,2,0,0,0,0,0,0,2,1,0,7,0,0,0,0,0,2,0,0,3,2,0,0,2,0,26,0,0,0,2,4,0,0,0,5,14,6,0,0,0,0,0,2,3,0,0,8,5,0,0,0,0,0,0,0,0,0,6,0,1,1,8,1,0,1,0,2,0,0,0,0,5,5,0,3,0,1,4,0,0,0,2,2,0,0,0,0,1,0,0,2,5,2,0,0,0,1,0,1,0,0,0,1,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,3,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,11,1,4,0,9,0,0,0,0,0,10,8,2,2,0,0,1,0,0,1,7,0,1,0,1,1,1,0,0,5,7,0,3,0,0,1,2,0,0,0,1,0,0,3,13,5,1,0,7,10,0,0,5,0,0,0,0,0,5,7,5,0,0,1,0,0,0,0,2,0,2,0,0,0,1,0,3,0,G11A5F4
0,4,5,0,0,0,9,0,1,1,0,2,0,0,0,0,0,0,1,0,3,0,1,0,13,2,1,0,3,0,6,1,1,1,7,0,0,0,13,0,0,2,0,1,0,3,0,1,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,10,0,1,0,0,2,0,3,7,0,8,17,0,0,1,4,0,0,0,6,0,0,2,0,4,0,0,4,0,1,1,1,6,5,1,0,7,3,0,2,9,3,0,0,6,1,0,0,0,0,2,0,0,1,0,3,8,5,3,8,0,0,3,0,0,3,6,0,0,0,0,3,1,0,3,0,14,1,0,0,0,1,3,0,0,4,2,0,0,1,0,43,0,2,0,4,1,0,0,0,4,14,4,0,0,0,0,0,6,0,1,0,1,2,0,3,2,0,3,0,0,0,7,6,1,1,6,2,3,2,0,2,0,4,0,0,0,2,5,0,4,0,0,6,0,0,0,3,1,0,0,0,0,2,2,0,4,1,0,0,0,0,2,1,1,2,0,1,2,0,0,1,1,0,0,3,4,0,1,1,0,0,0,0,5,17,0,0,0,0,2,0,0,6,2,0,0,0,1,6,0,0,0,0,0,0,2,1,0,0,0,3,3,2,0,4,5,0,11,0,1,1,4,0,0,0,0,0,7,9,1,3,0,1,2,2,0,2,0,0,5,0,0,0,5,4,0,6,8,0,1,1,0,5,0,0,0,0,5,0,0,2,11,3,0,0,6,17,1,0,2,0,0,0,0,2,4,5,2,0,0,0,0,0,0,0,6,0,0,2,1,1,1,0,0,0,C7H4G4
5,7,0,0,0,5,18,0,7,1,0,3,0,1,0,3,12,3,2,0,2,7,11,2,12,0,2,6,4,2,8,6,2,5,23,5,1,0,9,0,0,2,7,0,0,6,1,2,0,0,0,0,2,0,9,0,4,0,0,0,0,1,0,2,6,0,0,4,7,3,1,4,0,7,8,3,0,0,0,7,1,2,5,5,6,12,0,3,24,33,2,0,0,11,1,0,6,0,1,0,2,13,0,0,7,2,1,0,1,0,28,10,0,0,1,4,1,1,3,3,0,1,1,0,12,1,0,1,0,7,9,0,4,8,0,2,14,0,0,3,16,0,0,0,0,2,0,7,1,13,10,1,0,0,0,0,8,4,0,5,0,1,0,3,0,204,1,9,0,5,2,0,0,0,12,54,6,0,0,0,0,0,9,0,0,0,12,10,0,2,0,0,2,0,0,0,1,16,1,2,13,2,5,1,2,7,1,9,0,0,1,5,6,1,7,0,33,4,0,0,0,0,1,0,0,0,0,6,5,0,5,4,2,1,0,0,35,0,0,0,0,0,5,0,2,1,1,0,0,2,57,0,1,0,0,4,0,0,3,10,3,0,1,0,0,0,0,23,6,0,0,0,1,8,1,0,0,0,0,2,2,1,0,0,0,0,4,4,0,0,0,0,16,3,1,0,17,3,0,0,1,0,10,20,3,2,0,1,5,5,0,1,7,0,4,2,0,0,7,3,0,2,0,0,1,0,0,3,1,1,0,0,2,1,0,9,12,19,5,0,16,10,1,0,18,0,0,0,2,3,6,8,6,1,1,1,5,0,0,0,5,0,3,8,1,1,1,2,3,0,A8F1C4
0,9,2,0,0,8,5,0,2,0,1,0,0,0,0,0,0,0,1,0,5,2,1,0,0,0,0,0,1,1,12,2,0,0,8,2,0,0,11,0,0,0,0,0,0,2,0,2,0,1,4,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,1,0,6,0,2,3,0,0,0,0,6,1,0,0,1,1,7,0,0,3,1,0,0,0,5,1,0,2,2,10,0,0,2,0,0,0,1,2,0,0,1,6,2,1,1,4,1,0,0,4,4,0,0,2,0,0,0,0,1,0,2,5,1,0,3,0,2,7,0,1,4,3,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,6,1,0,3,1,0,0,1,0,31,0,9,0,4,2,0,0,0,3,23,6,0,0,0,0,0,1,1,0,0,1,6,0,2,1,2,4,0,0,0,0,1,0,1,3,12,3,8,1,0,1,3,0,0,0,5,1,0,1,1,1,7,0,0,0,1,2,0,1,0,0,4,0,0,4,4,0,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,11,0,0,0,1,1,0,1,4,2,0,0,0,2,1,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,1,0,0,6,1,0,0,5,1,0,0,0,0,11,2,0,1,0,0,2,1,0,1,6,1,0,0,4,0,2,1,0,2,8,0,0,0,0,4,4,0,0,0,0,0,0,3,1,1,0,0,16,12,0,0,4,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,7,0,D9A3H4
0,3,0,0,0,6,6,0,0,0,0,0,0,0,0,0,1,0,4,0,4,1,1,0,5,0,0,0,0,1,3,0,0,0,3,5,0,0,6,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,2,0,0,0,0,2,2,0,1,1,1,3,0,0,2,6,0,0,0,1,1,0,1,0,5,0,0,2,0,0,1,0,2,0,0,0,6,2,0,0,3,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,2,1,4,0,1,4,1,0,6,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,1,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,8,6,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,3,0,2,1,5,0,4,0,0,1,0,0,0,0,5,3,0,1,0,0,5,0,0,0,2,0,0,0,0,0,4,0,0,1,4,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,6,0,0,0,0,0,2,2,1,1,0,0,4,0,0,0,8,0,0,1,0,2,3,1,0,4,0,0,0,0,0,2,2,2,0,0,1,0,0,1,3,0,0,0,8,5,0,0,4,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,A11D6F4
0,3,0,0,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1,3,1,0,1,0,2,0,0,0,0,0,1,0,9,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,2,0,4,4,0,0,0,0,3,0,0,0,1,1,1,0,0,0,8,0,0,0,1,1,0,4,0,1,1,0,1,0,0,1,1,2,0,1,0,6,3,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,4,1,1,2,0,0,1,0,1,1,3,0,0,0,0,0,1,1,0,2,3,0,2,0,0,0,0,2,0,4,0,0,0,1,0,137,0,0,0,1,0,0,4,0,1,19,2,0,0,0,0,0,9,0,0,1,1,1,0,3,0,3,4,0,0,0,0,1,0,2,5,2,4,1,0,0,0,2,0,0,0,1,2,0,2,0,0,4,0,0,0,1,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,1,0,0,0,1,0,2,1,3,0,0,2,1,0,0,0,3,0,0,0,0,0,6,1,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,1,3,7,0,0,4,5,0,0,4,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,1,0,1,4,0,1,0,3,0,0,D12D1B4
7,9,4,0,0,18,33,0,2,1,4,5,0,0,0,2,10,2,2,0,1,12,68,2,24,0,13,1,4,6,14,2,2,4,10,6,0,1,14,0,2,9,15,0,0,32,2,2,0,1,2,3,6,0,15,0,3,0,0,0,0,37,0,1,3,0,1,9,9,1,3,14,0,34,20,1,1,3,3,53,0,2,12,7,3,16,0,17,37,38,3,0,0,12,6,4,10,0,5,0,0,5,0,0,11,2,3,0,0,10,32,10,0,0,11,8,0,0,5,2,0,0,1,12,43,0,3,3,0,15,7,3,3,8,1,4,7,2,0,1,8,0,0,0,0,2,5,13,10,7,19,2,2,1,0,0,9,7,0,8,6,2,0,4,0,133,2,14,0,9,3,1,0,0,20,39,5,0,0,0,0,0,19,0,0,0,35,14,0,13,0,9,2,0,1,0,3,28,0,3,10,11,12,5,4,7,3,7,0,1,2,24,6,1,10,2,39,11,0,0,0,4,2,0,0,0,0,15,2,1,14,9,7,0,0,2,90,1,10,0,0,0,6,0,9,9,1,3,0,1,195,0,4,0,0,1,1,0,19,44,13,0,2,0,0,0,0,28,4,1,1,0,3,6,0,0,0,0,0,1,1,0,3,1,0,5,7,11,0,1,0,0,25,3,3,0,5,1,0,0,1,1,13,9,20,20,0,2,2,0,1,30,12,0,6,9,1,1,8,17,0,11,11,0,7,0,0,5,11,3,0,3,9,0,0,11,23,29,25,0,21,29,0,0,10,0,0,0,0,10,4,8,9,0,10,2,35,0,0,0,12,0,5,9,1,1,3,11,2,0,H7B4G4
1,10,19,0,0,20,7,0,0,1,0,0,0,1,0,5,1,2,0,0,12,1,3,0,7,0,0,13,2,2,6,2,1,0,16,3,0,0,9,2,0,4,1,0,0,6,1,11,0,0,4,0,5,0,10,0,0,0,0,3,2,0,0,0,13,0,0,14,2,2,0,3,0,5,14,0,0,0,1,7,4,0,3,7,7,14,0,1,10,8,0,1,0,5,1,0,1,2,14,0,0,15,0,0,1,0,3,1,1,1,14,12,1,0,11,0,0,0,10,3,0,4,1,0,7,0,1,0,0,3,7,4,2,5,0,4,13,0,0,10,5,0,0,0,0,1,2,1,13,2,5,1,0,0,0,0,12,1,0,1,1,0,0,6,0,63,0,10,0,11,3,1,0,0,5,41,2,0,0,0,0,0,4,0,3,0,2,8,0,1,0,3,2,0,0,0,3,13,0,3,4,12,7,10,0,0,2,8,0,0,0,11,12,0,7,1,4,4,0,0,0,1,2,2,0,0,0,0,3,0,1,7,2,0,0,0,0,0,2,0,0,2,6,0,0,2,8,1,0,0,6,0,1,1,0,0,1,0,5,26,0,0,0,0,4,2,0,10,1,1,0,0,7,6,2,0,0,0,0,1,1,3,0,0,0,0,0,2,1,0,0,1,9,2,0,0,16,2,1,0,0,0,7,10,5,1,0,1,7,1,0,4,6,3,2,1,0,6,1,1,0,9,12,0,0,0,0,9,0,15,3,0,9,0,0,5,14,15,0,0,14,22,2,0,2,0,2,0,3,2,5,14,17,2,2,1,1,0,0,0,3,0,2,1,0,1,5,4,8,3,B11E3H4
1,4,0,0,0,7,4,0,0,1,0,0,0,0,0,1,2,0,0,0,0,11,1,0,3,0,2,5,1,3,1,0,0,0,25,1,0,0,4,0,0,1,0,0,0,2,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,4,0,1,13,0,0,0,0,1,0,0,4,1,7,2,0,3,0,4,0,0,0,5,0,0,3,0,6,0,0,7,0,2,2,0,6,2,0,0,11,5,0,0,4,2,0,0,4,2,0,0,2,0,4,0,0,0,0,2,6,3,5,7,0,1,6,0,0,1,0,1,0,0,0,0,4,1,0,0,2,0,0,0,0,1,9,1,0,4,2,0,0,1,0,57,1,2,0,0,0,0,0,0,4,14,2,0,0,0,0,0,0,0,0,0,5,6,0,4,0,7,6,0,0,0,0,3,1,3,6,4,3,0,3,0,1,1,0,3,1,7,0,0,4,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,3,0,5,0,1,0,5,0,0,2,0,0,0,2,6,0,0,0,0,0,1,0,2,4,0,1,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,2,7,1,0,0,1,0,4,3,0,0,3,0,0,0,0,0,7,12,1,2,0,2,1,0,0,1,4,0,2,0,0,0,2,0,0,3,7,0,0,0,0,4,1,1,0,1,0,0,0,4,3,1,0,0,5,11,1,0,2,0,0,0,1,2,3,3,3,0,0,0,1,0,0,0,4,0,1,3,0,0,2,1,1,0,H9B6B4
