GHITM_1,EIF2S2_13,MARVELD1_4,EIF2S2_6,ARL5B_38,MARVELD1_10,ARL5B_24,SCAF8_27,MARVELD1_1,NEFH_9,ARL5B_8,MARVELD1_7,GHITM_17,NEFH_22,EIF2S2_5,SCAF8_26,ARL5B_42,EIF2S2_19,NEFH_11,SCAF8_36,EIF2S2_24,SCAF8_5,EIF2S2_22,MARVELD1_13,GHITM_4,SCAF8_9,GHITM_6,SCAF8_2,SCAF8_15,ARL5B_44,SCAF8_7,MARVELD1_23,NEFH_21,NEFH_13,GHITM_16,GHITM_12,SCAF8_35,SCAF8_1,EIF2S2_21,SCAF8_6,SCAF8_13,MARVELD1_17,SCAF8_4,MARVELD1_5,GHITM_15,SCAF8_25,GHITM_5,GHITM_18,ARL5B_49,ARL5B_7,ARL5B_4,NEFH_5,SCAF8_39,NEFH_28,SCAF8_21,NEFH_23,GHITM_19,NEFH_8,NEFH_24,SCAF8_3,ARL5B_37,GHITM_9,EIF2S2_15,SCAF8_32,SCAF8_23,NEFH_31,SCAF8_14,SCAF8_16,MARVELD1_8,ARL5B_6,ARL5B_51,ARL5B_21,ARL5B_41,NEFH_26,ARL5B_30,SCAF8_17,NEFH_17,ARL5B_26,MARVELD1_20,ARL5B_9,NEFH_16,NEFH_4,SCAF8_44,MARVELD1_15,ARL5B_29,ARL5B_14,ARL5B_31,NEFH_12,ARL5B_46,SCAF8_29,GHITM_10,MARVELD1_2,ARL5B_25,SCAF8_22,ARL5B_28,NEFH_20,NEFH_14,ARL5B_47,SCAF8_38,NEFH_6,EIF2S2_20,ARL5B_52,EIF2S2_16,ARL5B_2,NEFH_29,SCAF8_37,ARL5B_15,GHITM_3,ARL5B_53,EIF2S2_23,SCAF8_42,ARL5B_36,NEFH_15,GHITM_11,EIF2S2_7,NEFH_25,ARL5B_27,MARVELD1_22,MARVELD1_12,GHITM_13,GHITM_20,GHITM_8,NEFH_10,MARVELD1_16,EIF2S2_11,SCAF8_41,EIF2S2_10,ARL5B_3,NEFH_18,SCAF8_20,ARL5B_34,EIF2S2_8,SCAF8_11,ARL5B_10,SCAF8_40,EIF2S2_12,EIF2S2_4,ARL5B_39,ARL5B_40,NEFH_7,NEFH_3,MARVELD1_6,MARVELD1_11,ARL5B_35,MARVELD1_27,GHITM_7,MARVELD1_18,ARL5B_22,SCAF8_43,SCAF8_34,MARVELD1_25,ARL5B_23,MARVELD1_24,SCAF8_33,ARL5B_48,EIF2S2_3,NEFH_19,EIF2S2_2,ARL5B_11,ARL5B_13,ARL5B_32,SCAF8_8,EIF2S2_1,NEFH_2,SCAF8_10,NEFH_27,MARVELD1_21,SCAF8_18,ARL5B_33,MARVELD1_3,SCAF8_30,ARL5B_5,ARL5B_50,ARL5B_12,SCAF8_31,MARVELD1_9,SCAF8_19,ARL5B_43,MARVELD1_26,MARVELD1_14,GHITM_14,ARL5B_19,ARL5B_20,EIF2S2_17,ARL5B_16,ARL5B_1,GHITM_2,NEFH_30,MARVELD1_19,SCAF8_12,SCAF8_24,ARL5B_17,EIF2S2_18,ARL5B_45,NEFH_1,EIF2S2_9,EIF2S2_14,ARL5B_18,SCAF8_28,cell
0,0,1,0,0,1,1,3,0,0,0,0,0,0,7,6,4,0,0,0,10,0,5,1,6,5,1,3,1,2,0,0,0,1,12,8,8,1,0,2,1,2,3,0,1,2,7,8,1,0,0,0,8,2,1,0,0,1,0,6,4,0,0,3,3,2,6,1,0,3,1,2,1,0,2,7,5,0,1,3,0,0,3,0,0,3,7,0,1,2,8,0,1,6,0,0,0,3,2,0,10,5,6,0,0,3,3,4,1,17,6,0,0,6,0,0,0,1,1,3,5,1,0,2,1,1,13,0,0,3,2,0,3,2,1,8,0,1,2,0,0,1,0,5,8,8,4,0,1,2,2,2,2,2,2,0,0,3,2,4,1,3,0,0,2,2,0,0,1,2,4,2,0,0,1,2,3,0,3,1,6,0,1,9,5,1,4,0,1,6,4,3,7,1,0,2,4,0,5,E10D1H4
17,1,3,3,1,7,4,5,1,0,2,4,2,0,21,10,2,4,0,4,34,3,18,2,21,10,20,5,4,4,4,1,2,2,19,13,131,3,2,5,5,5,10,1,9,5,18,9,2,1,0,1,7,0,0,0,0,2,0,8,3,0,0,6,4,5,6,9,4,6,2,2,3,0,5,2,7,0,4,6,0,0,4,2,4,3,1,0,4,8,8,4,3,2,3,0,2,5,5,0,21,1,19,2,0,7,1,12,2,39,11,1,0,24,4,0,0,3,7,11,10,20,1,5,1,4,26,0,1,8,5,2,9,2,14,26,2,2,2,1,1,2,9,6,23,17,3,1,3,2,1,3,2,5,3,0,0,3,8,1,4,2,0,0,7,1,2,0,3,3,5,2,4,6,4,4,3,1,5,3,9,3,4,38,1,6,14,0,4,6,14,5,21,3,0,1,15,6,8,F10E3F4
5,1,0,0,0,0,3,2,0,0,0,0,1,0,14,20,1,2,1,1,19,2,17,1,4,4,5,3,4,0,2,0,0,2,7,7,9,4,0,7,9,6,6,0,3,7,12,3,0,4,4,0,4,0,4,0,1,1,0,7,2,0,2,7,1,3,6,5,1,2,2,5,2,0,0,4,28,0,2,1,0,0,1,2,3,4,2,1,2,5,4,1,6,5,8,0,1,0,3,7,22,1,13,0,0,1,3,0,0,16,3,2,0,7,0,0,2,1,0,9,6,8,0,1,1,6,18,1,0,7,1,3,7,2,4,17,0,0,6,0,6,0,1,4,19,9,1,1,0,1,1,1,2,3,2,0,0,0,1,15,3,0,0,0,5,1,0,2,0,0,3,0,2,2,3,1,5,4,3,0,6,0,2,8,2,3,10,0,8,3,2,6,12,1,0,0,16,2,2,A8F1C4
10,1,4,0,2,0,3,6,1,0,3,2,0,0,16,9,8,0,0,3,12,3,7,6,9,4,15,5,1,4,3,1,0,4,10,13,3,4,1,2,3,2,2,1,7,5,13,6,4,2,3,0,5,0,3,0,0,1,1,0,3,0,1,4,3,2,6,11,1,4,0,5,5,0,2,7,3,0,4,7,0,0,8,1,7,3,4,0,7,2,10,6,3,6,6,0,0,5,4,0,15,3,12,1,0,2,0,5,9,20,3,6,0,15,1,0,2,1,2,9,16,20,0,1,0,1,8,1,0,8,3,5,6,5,2,6,0,2,4,0,2,2,2,4,8,8,6,4,2,3,0,3,4,5,0,2,1,0,1,8,5,3,1,0,3,0,1,2,10,2,3,0,4,0,2,4,5,4,8,0,17,4,5,22,3,6,11,1,3,6,5,5,9,0,0,0,17,1,6,B12F4B4
5,0,0,1,0,2,0,1,0,0,1,0,0,0,2,1,0,0,0,4,6,0,3,1,2,1,2,0,0,0,1,0,0,1,5,0,3,3,0,1,0,2,0,0,1,0,2,1,0,2,1,0,3,0,2,0,0,0,0,1,5,0,2,0,0,0,2,3,2,1,0,1,0,0,2,1,1,0,1,0,0,0,0,0,2,0,1,0,1,1,4,0,1,0,0,0,0,1,1,1,5,0,3,0,0,0,1,4,0,11,0,1,0,2,0,0,0,0,0,3,1,1,0,2,1,4,6,0,0,1,2,2,2,0,1,2,0,1,0,0,0,1,0,0,8,2,3,0,2,1,0,0,0,3,0,0,0,0,2,2,0,1,1,1,6,1,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,1,2,5,0,1,3,0,2,1,1,3,4,0,0,1,4,2,0,G8D6D4
10,0,1,1,2,1,4,4,0,0,3,0,2,0,25,7,3,1,0,6,28,6,28,0,19,5,21,3,2,5,1,0,1,5,14,11,9,4,2,4,3,3,4,0,9,6,10,9,3,5,3,0,6,0,2,0,0,1,0,4,5,0,2,2,3,4,7,3,2,4,3,1,2,0,5,5,4,2,2,12,0,0,5,0,6,1,9,0,7,2,14,4,6,3,9,1,0,1,2,1,34,2,29,0,0,4,4,8,3,57,4,8,0,15,1,0,4,0,3,9,19,19,0,2,1,11,40,0,0,2,7,3,0,2,3,10,3,3,9,1,2,0,0,6,11,29,6,4,3,6,1,2,1,6,2,0,0,1,7,11,6,7,0,1,7,9,0,1,5,3,5,10,3,4,6,1,8,3,1,5,16,5,6,42,5,4,15,0,1,5,7,4,33,4,0,1,30,9,3,G9F1F4
46,4,7,6,17,16,5,28,5,0,20,5,1,0,100,36,29,2,0,12,112,18,80,11,70,33,58,32,17,11,31,9,2,20,60,43,28,16,13,24,21,18,20,6,42,60,62,33,19,11,19,1,32,2,6,2,11,5,20,18,21,0,7,22,7,3,34,42,10,22,10,10,9,0,9,28,9,4,12,14,1,4,6,6,17,18,59,3,21,23,46,9,24,20,16,2,3,11,15,2,104,13,58,8,0,24,27,15,14,142,33,21,2,51,6,0,23,3,6,55,64,66,5,14,9,26,102,10,0,21,18,15,21,19,19,75,3,2,11,7,19,16,8,8,31,66,23,9,5,17,3,21,13,29,10,9,28,3,13,25,31,24,7,3,20,42,4,18,23,2,27,15,22,14,22,12,17,8,23,13,46,23,27,108,9,21,63,8,27,26,18,24,93,22,0,7,95,15,28,H10G5G4
3,1,4,0,2,2,1,1,2,0,0,0,0,0,7,7,2,0,0,1,7,1,6,1,7,3,5,0,2,2,0,0,0,1,3,3,5,8,0,1,3,3,2,0,4,4,5,2,0,0,1,1,2,1,1,1,1,1,0,0,0,0,0,4,1,1,1,2,1,0,4,3,1,0,0,3,5,1,2,0,0,0,4,0,2,0,2,0,1,3,4,0,1,0,1,0,0,0,1,0,6,1,10,2,0,1,4,4,2,13,0,3,0,2,0,0,0,0,1,0,2,7,1,0,0,1,9,0,0,2,2,1,3,4,6,9,0,4,4,0,0,1,0,3,2,6,0,3,1,3,0,2,0,3,1,0,1,0,0,1,0,0,0,0,2,0,0,1,2,0,0,0,1,1,2,1,1,0,0,2,4,0,0,6,3,2,6,0,3,3,8,3,3,1,0,0,5,1,2,B10A6C4
3,0,0,1,2,1,3,2,1,0,0,1,2,0,6,10,2,1,1,3,5,0,5,4,5,1,4,0,5,4,2,0,0,0,3,1,6,0,0,1,0,2,2,5,2,4,4,2,0,0,3,0,3,0,1,0,0,1,0,2,1,0,0,3,0,4,1,4,1,3,2,0,0,0,0,4,0,1,2,1,0,0,3,0,5,3,2,0,5,1,3,0,2,5,1,1,1,1,1,0,15,1,3,0,0,4,3,3,3,7,0,1,0,6,0,0,0,0,2,3,6,10,0,0,0,2,2,1,0,0,0,0,0,0,1,8,0,0,2,0,0,1,1,1,15,3,3,0,0,3,0,6,0,1,0,0,0,0,2,8,0,0,0,0,4,18,1,3,1,2,2,1,2,2,1,0,1,2,1,2,3,0,1,11,1,2,4,0,2,5,1,4,2,1,0,0,9,1,1,H9C5D4
5,0,0,0,1,3,2,8,0,0,1,0,0,0,8,5,2,0,0,1,12,1,10,2,5,2,7,4,4,3,4,2,0,1,10,5,9,0,1,5,4,6,5,1,7,14,6,6,0,2,0,2,6,2,3,0,5,2,0,1,1,0,3,4,3,2,4,1,3,7,1,1,1,0,2,2,5,0,2,4,0,0,3,1,3,0,2,0,5,6,30,1,2,3,4,0,0,3,1,0,10,2,8,0,0,3,7,3,3,28,1,0,0,9,0,0,0,0,1,8,7,0,0,4,2,3,8,1,0,6,4,4,2,1,3,9,2,1,0,2,2,2,6,1,2,10,3,1,3,0,1,1,0,2,1,0,0,0,0,4,2,0,1,1,4,0,1,0,1,0,7,0,2,3,2,2,2,0,0,1,5,0,5,21,6,1,8,0,0,7,2,2,10,3,0,7,10,3,4,B11A2E4
5,0,0,0,0,1,1,3,0,0,0,1,0,0,6,9,5,1,0,5,21,1,11,3,8,5,11,0,4,4,1,2,1,3,10,12,3,4,0,3,1,2,5,1,3,2,11,6,0,2,0,1,5,2,1,0,2,0,0,2,7,2,0,2,2,1,4,2,3,3,1,0,2,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,2,4,9,1,3,2,4,0,0,0,2,0,13,0,6,0,0,1,1,3,1,22,7,1,0,9,2,0,3,1,3,5,8,16,0,1,2,0,8,0,0,1,4,1,4,3,5,9,0,0,1,1,5,2,2,2,12,7,2,2,2,3,0,1,0,4,1,0,0,2,3,3,2,4,0,0,0,0,0,0,1,2,2,1,2,1,1,1,1,1,7,1,6,0,2,17,2,3,9,0,2,3,4,0,3,3,1,2,10,1,1,E10F1C4
3,0,1,0,0,0,0,5,0,0,2,1,0,0,10,1,1,0,0,2,8,1,6,1,12,2,8,2,0,0,0,0,0,3,5,4,2,0,2,0,1,2,2,0,4,3,3,2,1,0,0,0,2,0,0,0,5,1,0,4,7,0,5,1,1,2,1,1,0,2,1,1,0,0,0,1,1,0,1,2,0,0,0,0,1,2,2,0,0,4,13,2,3,0,1,0,0,0,0,1,6,4,7,0,0,1,0,1,0,14,2,0,0,5,0,0,1,0,1,2,11,3,0,3,1,0,11,1,0,2,0,1,1,0,1,19,0,0,1,3,3,9,0,1,8,5,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,2,3,0,0,0,0,1,1,4,0,2,2,1,0,2,0,1,2,0,0,16,0,1,9,0,0,1,1,2,4,2,0,12,11,0,1,B11E5A4
14,1,4,0,8,1,2,6,3,4,11,5,0,1,46,31,5,0,0,7,30,3,23,5,29,14,25,5,7,7,4,2,2,7,21,20,8,12,14,11,8,9,7,1,17,3,30,28,4,15,7,4,8,5,3,0,1,3,4,6,10,2,1,7,11,5,13,13,4,15,5,5,7,0,9,18,162,5,6,8,0,1,4,1,8,5,11,1,16,7,15,8,8,17,4,0,0,7,6,6,41,10,31,8,0,6,7,6,3,48,4,4,0,28,2,0,10,0,4,24,42,44,1,3,1,10,38,7,0,14,10,24,4,16,10,23,1,3,5,0,17,0,9,14,24,34,12,5,4,4,0,5,3,10,8,2,0,1,9,12,15,5,0,1,18,5,1,3,12,3,7,7,9,9,7,6,11,6,10,2,15,9,12,42,25,16,28,0,4,8,5,7,46,17,0,1,33,52,6,G12H5G4
1,1,0,0,0,3,2,2,1,0,2,0,0,0,3,4,0,0,0,0,4,0,3,2,2,2,1,1,0,2,0,2,0,0,2,2,4,1,0,1,0,1,2,0,1,4,3,0,0,0,0,0,2,0,1,0,0,0,0,1,2,0,1,1,0,0,1,1,2,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,5,0,1,0,2,0,2,1,1,3,3,0,1,1,1,0,8,1,2,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,0,1,6,3,1,0,0,2,10,2,0,0,1,1,4,0,0,2,0,0,2,0,3,0,0,0,3,2,3,0,1,1,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,1,2,0,1,2,0,0,1,2,4,9,0,0,5,0,2,3,2,0,4,0,0,0,1,0,2,F8C1A4
7,1,8,0,2,5,0,5,1,0,3,4,1,0,13,12,7,1,0,4,14,4,15,1,6,6,10,3,2,3,0,0,1,1,3,7,15,5,0,4,3,2,5,1,10,12,6,5,0,2,3,0,4,3,1,1,0,1,0,3,7,0,0,3,5,7,4,5,0,9,3,1,5,0,3,5,9,0,4,2,0,0,0,0,8,2,0,0,3,9,6,0,3,5,7,0,0,3,2,2,15,6,12,2,0,2,7,4,6,20,4,3,0,19,0,0,6,1,7,6,4,8,0,1,0,3,13,1,1,4,2,8,5,2,3,15,3,1,2,0,6,1,3,3,8,6,4,2,5,2,2,6,2,10,1,0,0,2,2,5,3,1,3,0,8,2,4,4,2,5,1,8,5,6,0,1,2,6,3,3,3,2,3,15,2,3,7,0,3,8,11,5,16,6,0,0,14,9,1,E12B5E4
4,0,0,0,1,1,1,4,0,0,1,0,2,0,2,6,4,0,2,1,5,5,10,3,9,3,7,1,4,0,3,0,0,4,4,3,4,1,2,0,1,1,3,0,2,4,8,2,0,1,2,0,6,0,1,0,2,0,0,0,4,0,0,1,2,0,5,2,1,2,1,1,1,0,2,4,4,0,1,0,0,0,4,0,3,4,1,0,6,3,7,1,0,4,2,0,0,2,3,0,14,1,7,1,0,0,2,3,3,13,1,0,0,8,1,0,1,0,1,5,5,6,0,0,0,0,14,0,0,3,0,0,3,6,3,7,2,2,2,1,1,0,1,1,7,13,4,1,1,4,1,0,1,3,1,0,0,0,2,9,2,2,0,0,8,10,2,3,6,2,2,3,1,1,5,0,7,0,1,0,4,3,2,19,2,3,3,0,2,10,1,3,3,3,0,1,4,7,1,H9E2F4
10,1,1,0,1,0,3,6,2,1,1,6,0,0,11,12,0,0,0,6,16,1,14,1,20,4,12,3,1,0,4,0,0,2,10,7,6,8,0,10,7,3,3,1,7,6,11,14,0,3,0,0,11,0,2,1,1,3,0,7,2,0,3,5,2,1,9,5,1,0,1,1,2,0,1,6,6,0,1,3,0,0,6,0,1,1,3,1,4,5,2,1,3,5,0,0,1,3,4,1,17,0,7,0,0,3,2,1,1,19,8,1,0,14,1,0,3,0,4,7,5,5,0,2,0,2,11,1,0,5,1,7,15,3,5,14,0,1,2,0,5,0,3,0,4,9,5,2,1,1,0,0,4,9,1,1,0,0,0,4,3,3,1,0,4,2,0,2,0,1,6,1,0,5,9,2,7,4,3,2,3,2,7,17,3,8,10,0,3,5,6,1,11,8,0,0,9,7,2,C12F5E4
20,1,6,5,6,2,6,18,7,0,5,3,0,0,36,24,5,7,0,10,51,4,24,4,34,11,23,14,6,6,7,1,7,6,29,13,13,9,0,16,9,6,12,0,13,10,36,17,2,8,4,1,11,1,3,0,1,2,0,5,5,0,2,12,4,6,11,8,1,7,2,9,2,0,6,8,10,5,9,6,1,0,6,3,12,6,6,0,5,10,20,2,10,13,8,2,4,6,7,4,36,5,45,7,0,9,5,24,6,61,21,12,0,27,3,2,7,2,2,14,30,33,0,3,6,11,30,2,0,8,4,4,6,3,10,31,2,4,5,0,3,5,7,8,10,28,13,3,5,3,2,16,3,11,11,2,0,0,10,7,6,11,1,0,8,2,2,3,5,0,10,5,6,7,23,2,16,6,6,5,33,7,7,35,7,10,31,0,7,6,7,12,52,14,0,2,27,14,12,C8H6A4
15,0,3,1,2,3,5,7,3,0,4,0,0,0,23,16,4,0,0,5,32,4,25,6,12,11,20,4,6,6,3,1,0,5,9,9,5,5,0,8,6,6,11,1,12,9,22,10,1,5,2,0,5,0,1,0,0,2,0,4,4,0,0,4,7,1,10,6,2,6,1,0,4,0,2,10,2,1,2,7,0,2,3,4,7,4,2,0,7,11,6,1,5,9,3,0,2,1,9,0,27,3,36,1,0,6,5,4,3,39,6,1,0,15,0,0,3,1,2,10,12,20,1,5,0,4,48,2,0,11,1,3,11,6,5,22,0,0,7,0,5,2,3,4,12,12,4,4,4,12,1,7,0,7,2,1,0,3,2,4,2,5,1,0,15,0,2,11,1,3,12,2,3,3,8,5,8,1,1,3,15,5,8,30,0,3,21,0,6,9,14,5,31,11,0,2,32,7,7,F7H4A4
1,0,0,0,2,1,0,2,0,0,0,2,0,0,2,3,3,1,0,2,5,0,3,0,6,2,7,1,0,1,0,2,0,0,3,3,4,1,1,0,1,4,1,0,7,6,7,10,1,0,1,0,1,0,1,0,4,0,0,1,1,0,0,5,0,2,1,3,1,3,1,2,1,2,0,3,1,6,0,2,0,0,1,1,3,1,0,0,1,1,14,2,3,0,4,0,0,4,3,0,8,0,2,1,0,1,1,3,3,13,1,2,0,3,0,0,2,0,0,2,3,8,2,1,0,0,8,0,0,0,2,1,0,5,0,6,0,0,0,0,2,0,0,1,8,10,1,1,0,2,1,0,1,1,2,0,0,0,0,1,1,1,0,0,4,1,1,0,2,1,0,0,3,2,0,0,1,1,2,0,5,1,1,15,0,2,2,0,3,1,0,0,6,3,0,2,5,1,2,B11H3C4
29,2,2,6,7,1,10,20,2,0,6,4,0,6,43,19,11,1,12,5,61,6,40,7,40,13,31,15,10,2,5,4,3,7,21,13,16,15,3,13,9,6,9,1,26,15,35,28,2,2,6,5,11,2,10,0,1,2,0,9,10,1,4,6,8,11,9,6,2,10,3,5,6,0,16,12,10,1,4,5,0,1,8,2,12,4,2,0,7,4,16,9,5,10,8,0,0,2,4,1,67,10,45,2,0,14,6,11,6,95,16,15,0,39,2,1,10,2,5,27,55,44,2,3,3,9,49,5,0,10,2,2,11,7,9,45,1,9,3,2,5,5,3,7,17,37,11,8,8,5,2,8,4,10,4,5,0,3,9,26,6,12,4,0,12,0,0,16,9,5,9,9,5,15,5,3,11,6,2,2,27,7,20,68,4,8,30,0,5,5,7,4,56,11,0,3,65,12,11,G11E1C4
7,0,1,1,1,1,7,3,1,0,1,1,1,0,11,6,3,2,0,2,16,1,18,3,12,2,13,0,5,1,3,0,0,3,7,7,7,0,2,3,0,4,6,1,7,9,5,7,1,3,2,1,2,0,0,0,0,1,0,3,2,0,3,5,1,3,5,4,0,3,1,4,4,0,1,4,8,0,2,1,0,0,2,1,3,1,4,0,3,1,9,4,2,1,1,0,0,1,1,1,19,0,18,3,0,5,2,1,4,30,3,2,1,14,0,0,4,0,1,11,15,20,0,3,0,4,16,4,0,3,1,4,4,2,2,18,2,1,1,0,1,1,2,2,8,8,3,0,0,0,2,1,2,6,5,0,0,2,1,7,4,1,0,0,3,2,1,2,3,1,1,0,3,0,2,2,5,4,1,0,4,0,1,13,3,1,15,0,6,3,5,1,17,6,0,2,17,6,3,H11H6H4
9,1,0,2,1,3,4,1,3,0,1,2,0,0,11,12,3,2,0,4,18,2,10,4,6,2,15,2,2,0,1,0,4,0,10,9,8,2,0,5,5,4,1,0,10,3,14,6,1,2,5,0,5,3,0,2,1,1,0,2,4,0,1,6,0,5,3,6,3,2,1,7,6,0,4,4,6,0,2,2,1,0,5,1,3,2,3,0,5,2,5,1,3,4,4,0,0,1,3,6,21,1,10,0,0,4,3,1,2,19,18,1,3,13,2,3,2,1,1,9,15,10,0,1,0,7,25,1,0,5,2,3,4,5,5,21,3,1,4,0,3,0,2,3,10,10,6,0,2,3,1,2,2,4,1,0,0,1,3,0,3,13,1,0,3,0,0,0,1,1,10,4,2,1,3,0,4,4,3,5,7,7,11,33,1,5,9,0,1,10,5,1,14,2,0,1,17,3,3,D9H5A4
46,3,7,4,6,5,12,20,5,0,8,13,3,4,86,22,17,23,41,24,118,15,87,15,63,29,63,10,12,11,20,6,36,11,41,39,35,23,3,26,14,13,13,3,50,24,76,38,5,19,14,2,26,3,14,0,1,3,1,12,12,4,7,12,13,19,14,30,14,27,8,17,18,0,15,14,15,7,7,11,0,3,14,6,19,8,9,0,16,24,42,14,9,15,9,1,2,11,12,2,90,9,80,14,0,13,13,22,10,124,47,9,0,56,5,2,13,18,9,50,71,62,5,10,2,18,122,5,0,22,10,11,22,12,19,66,4,7,10,1,21,7,5,11,47,57,15,16,9,16,7,18,15,26,5,0,0,7,31,75,24,33,7,2,26,8,5,23,17,5,16,5,16,16,13,13,20,4,16,8,39,12,52,171,15,24,48,0,9,15,28,11,108,23,2,5,74,20,13,G11C4A4
14,6,8,5,3,2,8,9,3,0,11,4,0,0,24,9,4,1,0,7,30,4,19,2,17,14,17,4,8,2,8,1,2,4,18,12,8,4,2,7,3,5,7,4,18,10,19,10,1,7,4,1,7,0,1,0,5,1,5,10,6,0,0,9,5,4,7,6,4,3,3,8,4,0,3,9,9,7,4,4,0,1,3,5,5,5,2,0,9,5,39,6,6,10,5,3,0,2,6,1,29,1,22,8,0,9,5,14,4,42,5,4,0,18,0,1,6,0,9,16,20,12,2,5,2,7,30,3,0,4,6,39,8,19,8,16,2,2,8,1,3,2,2,3,11,29,2,2,3,4,1,3,8,9,1,0,16,1,2,17,4,8,0,1,12,1,0,2,5,3,6,3,5,3,2,3,5,1,6,2,11,3,13,26,6,7,25,4,2,45,7,10,32,10,0,0,24,4,11,D7E3H4
9,1,1,0,3,0,9,2,3,0,4,0,1,0,22,4,4,1,0,1,17,1,14,4,12,6,10,4,3,2,1,0,0,5,14,8,4,2,3,2,1,4,4,0,7,12,13,6,3,5,1,1,2,0,2,2,1,1,1,0,9,0,5,2,1,5,2,3,1,4,4,5,2,0,2,4,5,1,2,9,0,0,2,3,6,4,4,0,6,4,6,3,4,9,7,1,0,4,3,0,24,3,11,5,0,3,3,10,0,35,5,3,0,12,0,0,3,1,1,8,17,27,2,2,2,5,20,0,0,1,4,6,1,6,1,19,0,1,2,0,3,0,6,0,13,16,0,2,2,3,0,1,4,2,2,1,0,2,3,11,0,6,2,5,13,0,1,0,6,1,2,3,2,3,2,6,2,4,2,2,7,1,2,21,2,8,4,0,12,6,9,3,17,4,0,3,15,3,1,H11F2F4
4,0,2,0,1,5,0,2,1,0,1,2,0,0,16,13,1,5,0,2,16,3,16,0,3,4,10,1,4,0,2,2,2,0,10,7,7,2,1,4,0,2,0,0,5,3,6,5,1,2,2,0,1,2,1,0,0,2,2,0,0,0,0,2,5,1,3,2,0,4,0,2,0,0,0,3,2,0,2,2,0,2,1,1,0,1,2,1,4,4,4,1,2,2,1,1,1,0,2,3,20,2,11,2,0,3,1,4,0,10,5,4,0,1,0,0,0,1,0,3,4,5,1,3,0,1,16,1,0,4,0,7,2,0,2,17,0,1,2,0,0,1,1,3,8,3,2,1,2,1,0,5,2,5,1,0,2,0,2,3,4,3,0,0,6,1,1,0,2,0,6,2,1,1,4,0,3,1,3,3,1,3,1,17,0,2,6,0,1,5,1,6,12,3,0,1,14,0,1,B10A6A4
4,1,1,0,0,1,2,4,1,0,2,2,0,0,19,7,6,2,1,2,25,2,18,3,15,10,20,4,3,4,1,2,0,3,11,13,8,5,2,1,3,3,9,0,5,3,9,10,1,0,2,0,7,1,0,0,0,2,0,4,7,0,3,6,1,3,5,3,1,6,4,4,5,0,3,4,4,1,2,1,0,0,2,1,2,1,5,0,5,1,10,6,3,8,6,0,1,2,2,0,24,2,13,2,0,4,6,5,1,31,1,4,0,6,0,0,2,0,2,8,15,12,1,2,4,6,27,0,0,12,5,6,4,6,4,18,0,0,4,0,4,0,3,5,8,16,3,0,5,3,1,2,0,3,4,3,0,0,3,5,3,4,0,0,4,1,1,0,7,3,0,1,4,0,2,2,4,1,1,1,10,1,3,16,1,3,11,0,5,4,7,3,29,4,0,1,24,3,5,B12E1E4
0,1,0,0,0,0,2,0,0,0,2,0,2,0,4,1,0,0,0,0,4,3,2,1,8,0,6,1,0,1,2,0,0,1,2,3,2,1,0,0,2,1,2,0,4,3,7,1,2,0,1,0,1,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,3,3,0,2,0,0,3,2,3,2,1,3,0,0,2,0,2,1,1,0,2,3,0,0,0,4,1,0,0,0,0,1,5,0,3,0,0,0,1,1,3,4,5,0,0,4,0,0,0,0,0,3,3,5,1,0,0,0,1,0,0,2,2,1,4,2,1,4,0,3,1,0,1,0,0,2,6,1,1,0,0,0,0,2,1,0,0,0,0,0,5,5,3,2,0,0,3,0,0,1,1,1,1,1,0,0,1,0,2,0,0,0,2,2,1,0,1,4,0,0,0,2,3,3,1,1,0,1,4,3,2,E8G6E4
4,2,1,0,1,4,1,8,0,0,3,5,1,0,13,5,0,0,5,5,23,3,15,0,6,5,7,3,1,2,4,0,6,4,2,3,7,3,0,6,0,6,2,0,6,8,7,5,0,1,5,0,6,0,3,2,0,2,0,1,4,1,0,3,0,1,5,12,2,3,1,3,3,0,1,3,2,1,4,4,0,0,2,1,5,3,3,0,6,5,9,2,1,2,3,0,0,2,4,0,15,2,11,0,0,3,3,3,5,17,7,0,1,8,1,0,2,2,6,4,5,3,0,0,0,4,20,2,0,4,2,2,4,6,3,14,1,0,0,0,0,0,2,5,11,2,4,3,0,4,4,1,2,4,1,0,0,2,0,12,1,1,0,0,5,1,0,4,0,0,6,5,1,0,5,2,3,0,0,5,5,2,1,20,4,3,6,1,0,13,2,1,11,1,0,0,14,6,6,D11G6E4
